cutoff_mode,dataset,replicate,track_id,first_cutoff,last_cutoff,observations,eligible_cutoffs,persistence,tail_count,tail_tau_mean,tail_tau_median,tail_tau_std,tail_tau_min,tail_tau_max,tail_drift,tail_slope,median_prominence,prominence_std,prominence_cv,stable
hard,real,0,14,7,211,9,3,1.0,3,32.89313006649307,32.904684328465926,0.023671324823439675,32.86014316334585,32.914562707667436,0.05441954432158269,0.057627118051616785,3.5241401711001092,0.26684352118662863,0.07309292294603441,True
hard,real,0,15,11,211,6,3,0.6666666666666666,2,7.877711534149898,7.877711534149898,0.01675350454191893,7.860958029607979,7.894465038691817,0.03350700908383786,0.04548024741411585,0.9262185280992605,0.434812691627867,0.46944935610408045,False
hard,real,0,16,11,29,3,3,0.0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False
hard,real,0,17,17,211,7,3,1.0,3,2.162879790115466,2.1423594584230425,0.13509336000452968,2.008642202583722,2.337637709339634,0.32899550675591227,0.4478560340825491,4.63988624587441,0.4894504739241307,0.10434939216261295,False
hard,real,0,18,17,211,6,3,1.0,3,4.6894385513848,4.660016722604214,0.27307256187349954,4.370677273432705,5.037621658117481,0.6669443846847765,0.9063882068371795,1.9713080038358264,0.4109858748160168,0.22173145817480738,False
hard,real,0,19,29,211,6,3,1.0,3,12.534735519820288,12.517692160202401,0.06847493860942375,12.46070195299979,12.625812446258674,0.16511049325888472,0.13715298753316568,0.28240578757307977,0.320507463153669,0.667852315250565,True
hard,real,0,20,29,211,6,3,1.0,3,17.258828198505046,17.24355616165236,0.19171955437049013,17.032029460634877,17.50089897322791,0.4688695125930309,0.37648290594953143,0.3654694243888623,0.09526256503152514,0.22528395817357172,False
hard,real,0,21,29,151,5,3,0.6666666666666666,2,22.533448718021624,22.533448718021624,0.2204583668469784,22.312990351174644,22.7539070848686,0.4409167336939568,1.0963732824165835,0.4515536366562025,0.3039625750620073,0.6731483269914046,False
hard,real,0,22,29,151,5,3,0.6666666666666666,2,34.62589779354985,34.62589779354985,0.0758671373516222,34.55003065619823,34.701764930901476,0.1517342747032444,0.3772989140551604,0.5678220974546139,0.10129537606457217,0.17839280387052694,False
hard,real,0,23,47,211,5,3,1.0,3,3.433333873093916,3.410681869280045,0.21057550330757582,3.1875057793067123,3.701813970694991,0.5143081913882788,0.6989486347449511,2.8334089191715877,0.5371538565811569,0.1897327826947755,False
