dataset,replicate,prime_cutoff,zero_index,gamma,in_window,phase_at_gamma,phase_slope_at_gamma,abs_rotation_window_percentile,nearest_stationary_phase_offset,nearest_rotation_max_grid_offset
phase_scrambled,1,29,3,25.01085758014569,True,1.1690299601561538,-0.6499824501756462,0.30989670109963346,0.1794524531560171,-0.23085758014568825
phase_scrambled,1,29,4,30.424876125859512,True,0.11660667160218036,0.8352188681276098,0.37887370876374543,0.1893393390515996,-0.20487612585951354
phase_scrambled,1,29,5,32.93506158773919,True,-0.790885558593695,-0.1602752815935086,0.07564145284905031,0.08535702033761794,-0.13506158773919452
phase_scrambled,1,29,6,37.586178158825675,True,-0.18364587429641763,-3.1596780576371746,0.9503498833722093,0.5676090040905919,-0.18617815882567612
phase_scrambled,1,29,7,40.9187190121475,True,0.515883482913983,1.721223093680554,0.6997667444185272,0.3171944352541587,-0.038719012147495846
phase_scrambled,1,29,8,43.327073280915,True,-0.18016390375942845,3.3090693477354187,0.9596801066311229,-0.4496324494591448,0.2329267190850004
phase_scrambled,1,29,9,48.00515088116716,True,0.5003224064016728,-0.3654201963185774,0.1786071309563479,-0.05561618068287544,-0.36515088116716043
phase_scrambled,1,29,10,49.7738324776723,True,-0.8615802824245522,0.8629468787268326,0.39086971009663446,0.19104085341876242,-0.05383247767230159
phase_scrambled,1,29,11,52.970321477714464,True,0.8313043450344477,-0.6594032874793133,0.31556147950683106,0.13076458995924156,-0.39032147771446546
phase_scrambled,1,29,12,56.44624769706339,True,0.11775149757816283,1.1726471974218144,0.5094968343885371,0.4162038060941171,-0.5862476970633921
phase_scrambled,1,29,13,59.34704400260235,True,-0.488475868689944,1.3039384848808186,0.5698100633122293,-0.7146474555988647,0.052955997397646115
phase_scrambled,1,29,14,60.83177852460981,False,0.7684247326668993,0.23970238658371001,,,
phase_scrambled,1,29,15,65.1125440480816,False,-0.1381958722242268,-2.523296346986292,,,
phase_scrambled,1,29,16,67.07981052949417,False,-1.2161722530569232,-0.7522897806744624,,,
phase_scrambled,1,29,17,69.54640171117398,False,-0.10112108231490363,2.0887657757002978,,,
phase_scrambled,1,29,18,72.0671576744819,False,0.20024085889375187,1.3560884183600384,,,
phase_scrambled,1,29,19,75.70469069908393,False,1.1352021317272705,0.9443219529576159,,,
