dataset,replicate,prime_cutoff,zero_index,gamma,in_window,L_at_gamma,slope_at_gamma,curvature_at_gamma,phase_at_gamma,phase_slope_at_gamma,peak_bracketed,nearest_peak_tau,nearest_peak_value,nearest_peak_prominence,nearest_peak_width,nearest_peak_id,nearest_peak_track_id,peak_offset,min_bracketed,nearest_min_tau,nearest_min_value,nearest_min_prominence,nearest_min_width,nearest_min_id,nearest_min_track_id,min_offset,peak_track_switched,min_track_switched,peak_common_cohort,min_common_cohort
real,0,29,12,56.44624769706339,True,1.5980328133018238,2.8860340519441947,-6.359625156324589,0.7012496133230672,-1.7343847846113383,True,56.70320131586912,2.0158095827743816,4.427525868332198,1.4572881650857108,peak_26,62,0.2569536188057313,True,57.813573971440654,-2.4121665605121585,4.427525868332198,1.1317192205156517,min_26,63,1.3673262743772625,True,True,True,True
real,0,29,13,59.34704400260235,True,2.7474716446067475,-1.7093597451090123,-12.032463800986656,0.11577548513736344,-2.1604769937510055,False,59.22053160314761,2.858762595632618,1.3615571481328426,0.6589709722042789,peak_27,64,-0.12651239945473947,False,57.813573971440654,-2.4121665605121585,4.427525868332198,1.1317192205156517,min_26,63,-1.5334700311616984,True,True,False,False
real,0,29,14,60.83177852460981,False,2.8367577921882363,-2.509350487392056,-14.964238778187573,-1.2175654418995205,-2.7770353863274435,False,,,,,,,,False,,,,,,,,False,False,False,False
real,0,29,15,65.1125440480816,False,1.8429157550335202,-0.12311101545089354,-9.878232512150142,0.6783490836351851,-2.084964938017262,False,,,,,,,,False,,,,,,,,False,False,False,False
real,0,29,16,67.07981052949417,False,2.495497510991524,0.870938944505033,-9.829488314045769,0.1367736628186102,-2.2818533107145345,False,,,,,,,,False,,,,,,,,False,False,False,False
real,0,29,17,69.54640171117398,False,2.730905743945661,0.05061774473831604,-17.64537612263143,-0.22170275460204372,-3.324061256460516,False,,,,,,,,False,,,,,,,,False,False,False,False
real,0,29,18,72.0671576744819,False,1.2617284683350443,-3.2439252427864442,-7.802533365698531,-0.7471181695438998,-1.8498195008807408,False,,,,,,,,False,,,,,,,,False,False,False,False
real,0,29,19,75.70469069908393,False,1.7620144878510082,-0.8550021557713667,-3.6619336515563745,0.7414606935049655,-1.0136927490503431,False,,,,,,,,False,,,,,,,,False,False,False,False
real,0,29,20,77.1448400688748,False,2.816183662620252,-1.7126717403345495,-10.793373402890454,-0.5526191348701217,-2.122323745179533,False,,,,,,,,False,,,,,,,,False,False,False,False
real,0,101,1,14.134725141734695,True,4.467901100534281,0.744991537217048,-16.41872068590469,-0.08812522427765825,-3.720153160616828,True,14.177997793770418,4.484262723372207,7.395809300817123,1.667889878758906,peak_10,9,0.04327265203572317,True,12.878208008660822,-0.12074231330595184,0.22557154375857383,0.3108089695079411,min_9,39,-1.2565171330738725,False,False,True,True
real,0,101,2,21.022039638771556,True,3.677851787417558,1.1507081890416448,-14.970216556100747,0.341826362535668,-3.3607593371249442,True,21.095585565993893,3.7207258242497536,5.794661455568283,1.42031417183224,peak_13,11,0.07354592722233733,True,22.162952873318993,-0.958406567899391,0.7566834991843181,0.4458614763927744,min_13,46,1.1409132345474369,False,False,True,True
real,0,101,3,25.01085758014569,True,3.467417928383656,0.7016292013025749,-20.409145647204635,-0.20013094844847734,-3.7592075212442158,True,25.045500211003585,3.479536016433546,4.650323572142737,1.1125515822824128,peak_15,13,0.03464263085789554,True,26.159872282004454,-1.7275547573029302,0.5781257701433162,0.3706778262900343,min_15,75,1.1490147018587642,False,True,True,True
real,0,101,4,30.424876125859512,True,3.6411858568462896,2.1760730558710564,-24.23637010444733,0.7204195979070979,-3.9208506165608594,True,30.511611716246684,3.736236256347883,6.131362899807044,1.351685099916317,peak_18,15,0.08673559038717116,True,31.5761691908631,-0.37579277745788053,3.4061030008480135,1.2438597026033766,min_18,51,1.151293065003589,False,False,True,True
real,0,101,5,32.93506158773919,True,3.0271696968185653,-0.21572124734193465,-6.997745472672301,-0.5236812812715675,-2.4487721634071944,True,32.90468432846474,3.030464265231713,3.4061030008480135,1.217017418817036,peak_19,17,-0.03037725927445223,True,34.179986511676,-2.2084920757301636,1.0980628544127295,0.47504659904752317,min_19,52,1.2449249239368072,False,True,True,True
real,0,101,6,37.586178158825675,True,3.183818998829107,0.34377055686038765,-25.159344327649137,0.28489723542611534,-4.305576842245505,True,37.59976076360343,3.1861581305284155,6.064218271163853,1.129844099292377,peak_22,19,0.01358260477775275,True,38.5131281781494,-1.1877843345553287,0.2890237882365997,0.31601047451278647,min_22,79,0.9269500193237263,False,True,True,True
